County,Name,Web Address,Physical Address,Phone Number,Email Address,Ages listed,Age categories,ABA Services (Yes or No),Early Intervention,Speech Therapy,Physical Therapy,Occupational Therapy,Community Transitions,Community Living,Parenting Education,Advocacy Support,IEP Support Services,In-School Services,Support Groups,Residential Services,Medical Provider,Hospital Treatments,Mentorship,Referrals,Other (List the other services)
Wake,Wynns Family Psychology,http://wynnsfamilypsychology.com/,"130 Preston Executive Dr, Suite 202 Cary, NC 27513, 9207 Baileywick Rd, Suite 203, Raleigh, NC 27615",919-467-7777,Info@WynnsFamilyPsychology.com,3-17,"Preschoolers, children, adolescents",no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,"individual/couple/       group therapy, various therapies for toddler aged children up to young adults, reunification therapy, supervised therapeautic visitation, parenting advising"
Wake,Arc of the Triangle,http://www.arctriangle.org/services,"5121 Hollyridge Dr, Suite 100, Raleigh, NC 27612",919-832-2660,,,,no,no,no,no,no,yes,yes,no,yes,no,yes,no,yes,no,no,no,no,"Alternative family living, community supports, supported employment, community guide, "
Wake,Aound Health,https://www.asmallmiraclellc.com/,"7404 Chapel Hill Road Raleigh, NC 27607",919-854-4400,raleigh@asmallmiracleLLC.com,,,no,no,no,no,no,yes,yes,no,yes,no,no,no,yes,no,no,no,no,"Day program, host homes/alternative family living, B3 and state funded supports, supported employment, traumatic brain injury treatements and supports"
Wake,"Silber Psychological Services, P.A.",http://silberpsych.com/,"1004 Dresser Ct, Suite 103, Raleigh, NC 27609",919-876-558,,,,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,"adhd, academnically/intellectually gifted, autistic spectrum, learning disorder and IQ testing; individual, group, family, and DBT therapy; parenting training, social skills training"
Wake,"Silber Psychological Services, P.A.",http://silberpsych.com/,"1340 SE Maynard Rd, Suite 201, Cary, NC 27511 ",919-481-9012 ,,,,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,"adhd, academnically/intellectually gifted, autistic spectrum, learning disorder and IQ testing; individual, group, family, and DBT therapy; parenting training, social skills training"
Wake,Mariposa School,https://www.mariposaschool.org/,"203 Gregson Dr Cary, NC 27511",919-461-0600,info@mariposaschool.org,,,yes,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,"day school program (tuition based), individualized ABA therapy"
Wake,Meredith College Autism Program,https://www.meredith.edu/autism,"3800 Hillsborough St. Raleigh, NC 27607-5298",919-760-8080,autism@meredith.edu,3-5,preschoolers,yes,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,
Wake,TEACCH,,"4301 Lake Boone Trail, Suite 200, Raleigh NC 27607",919-445-9999,,,,no,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,yes,"parent information seminars, group intervention services, supported employment"
Wake,Exceptional Children's Assistance Center,https://www.ecac-parentcenter.org/,"4601 Lake Boone Trail Suite G Raleigh, NC 27607-7503",919-571-8092,ecac@ecacmail.org,0-26,"infants, toddlers, preschoolers, children, adolescents, adults",no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,"family workshops and trainings, family leadership and development, youth leadership, Parent training and Information center, NC State improvement project (NCSIP)"
Wake,Jordan Lake School of the Arts,http://jordanlakesa.com/,"1434 Farrington Rd, Apex NC 27523",919-387-9440,,5-18,"children, adolescents",no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"hands-on/experiential learning, multi-aged classrooms, individualized learning style, integrated organic learning, vocational program, online/traditional college support, skill building"
Wake,All About Therapy,https://allabouttherapyforkids.com,"501 W. Williams St Suite 346, Apex NC 27502",919-448-6018,,,children,no,yes,yes,yes,yes,no,no,yes,no,no,yes,no,no,no,no,no,no,in home therapy available
Wake,Raleigh Therapy Service,https://www.raleights.com/,"3803B Computer Dr, Suite 200 Raleigh, NC 27609",919-791-3582,,,,no,yes,yes,yes,yes,no,no,no,no,yes,yes,no,no,no,no,no,yes,
Wake,Wake Pediatric Speech Therapy,http://www.wakespeech.com/,"1157 Executive Circle, Suite B1 Cary, NC 27511",919-593-8104,cjohnson@wakespeech.com,,,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,speech therapy
Wake,Aspen Center,http://aspencenter.net/,"1050A NW Maynard Rd Cary, NC 27513",919-981-6588,info@aspencenter.net,1.5-6,"toddlers, preschoolers, children",no,yes,yes,no,yes,no,no,yes,no,yes,no,no,no,yes,no,no,no,"pediatric developmental therapy, pediatric social skills therapy, pediatric feeding therapy, group therapy programming, "
Wake,Speech Therapy Solutions,http://www.speech-ts.com/,"8402 Six Forks Rd Suite 103 Raleigh, NC 27615",919-219-5277,,,,no,yes,yes,yes,yes,no,no,no,no,no,yes,no,no,no,no,no,no,in home therapy available
Wake,Speech Therapy Solutions,http://www.speech-ts.com/,"620 Dr Calvin Jones Hwy Suite 200, Wake Forest, NC 27587",919-219-5277,,,,no,yes,yes,yes,yes,no,no,no,no,no,yes,no,no,no,no,no,no,in home therapy available
Wake,Developmental Therapy Association,https://www.developmentaltherapy.com/,"875 Walnut Street Ste 100, Cary, NC 27511",919-465-3966,,,,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,"feeding therapy, bikke riding clinic, hadnwriting programs, integrated listening system, therapeutic listening, reading therapy, treatment intensives, irlen screening"
Wake,Cary Speech Services,https://caryspeech.com/,"875 Walnut St. Suite 252 Cary, NC 27511",919-460-0113,,,,no,yes,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,
Wake,Chitter Chatter Therapy,http://chitterchattertherapy.com/,N/a,919-609-5643,info@chitterchattertherapy.com,,children,no,yes,yes,no,no,no,no,no,no,no,yes,no,no,yes,no,no,yes,"free consultation, in home therapy available"
Wake,Allied Rehab,http://www.alliedrehab.net/,"900 S. Franklin Street, Suite 201 Wake Forest, NC 27587",919-556-1700,info@alliedrehab.net,,"Children, adults",no,no,yes,yes,yes,no,no,no,no,no,no,no,no,yes,no,no,yes,free OT & ST screening
Wake,Benefit Therapy Service,https://www.benefittherapyservices.com/,"1140 Savannah Ridge Rd, Suite 111 Holly Springs, NC 27540",919-285-2157,info@benefittherapyservices.com,,"children, adolescents, adults",no,no,yes,no,yes,no,no,no,no,no,no,no,no,yes,no,no,yes,
Wake,Apex Therapy LLC,http://www.apextherapync.com/,"1031 Pemberton Hill Rd, Suite 102 Apex, NC",919-208-4785,apextherapync@gmail.com,,,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,yes,no,no,yes,
Wake,Dogwood Pediatric Therapy,http://www.dogwoodpediatrictherapy.com/,"6428 Cape Charles Dr. Raleigh, NC 27617",919-247-4551,Lori.Hare@DogwoodPediatricTherapy.com,,,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,"bilingual speech-language therapy to the Spanish speaking community in the Durham and Person County; therapy dog, free speech screening"
Wake,Pediatric Possibilities,http://www.pediatricpossibilities.com/,"7209 Creedmoor Rd. Suite 101, Raleigh, NC 27613",919-844-1100,​office@PediatricPossibilities.com,,,no,yes,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,yes,"assessment and treatment of complex feeding and eating challenges, as well as oral-motor skills & work with children and families to overcome eating challenges"
Wake,Triangle Development Service,http://www.triangledevelopmentalservices.com/,"4904 Waers Edge Dr, Suite 100 Raleigh, NC 27606",919-890-5533,triangledevelopmentalservices@gmail.com,,,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,yes,no,no,yes,"autism testing, using the Autism Diagnostic Evaluation Schedule"
Wake,Care First Rehab,https://carefirstpt.com/,"100 Cornerstone Dr Cary, NC 27519",919-460-1921,frontdesk@carefirstpt.com,,,no,yes,yes,yes,yes,no,no,no,no,no,no,no,no,yes,no,no,yes,"massage therapy, in home therapy availablee"
Wake,Compleat KiDZ Pediatric Therapy,https://www.compleatkidz.com/,"852 Perry Rd, Apex, NC 27502",919-446-5670,,0-18,children,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,no,yes,no,no,no,"constraint induced techniques, aquatic therapy"
Wake,Rex Occupational Therapy,https://www.rexhealth.com/rh/care-treatment/rehabilitation/outpatient-rehabilitation/occupational-therapy/,"UNC REX Healthcare
4420 Lake Boone Trail
Raleigh, NC 27607",919-784-3100,,,,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,yes,
Wake,Brain Balance Achievement Center,https://www.brainbalancecenters.com/,"8204 Tryon Woods Dr Suite 114, Cary, NC 27518",919-851-2333,,,"children, adullts",no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,in home service offered
Wake,Learn With The Best,http://learnwiththebestschool.com/,"559 Jones Franklin Rd, Suite 164A Raleigh, NC 27606",919-303-1255,,5-18,"Children, adolescents",yes,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,"k-12 school, offers summer camp P-12, offers tutoring k-12"
Wake,Lucy Daniels School,https://lucydanielscenter.org/,"9003 Weston Parkway Cary, NC 27513",919-677-1400,info@lucydanielscenter.org,0-12,"preschoolers, children",yes,yes,no,no,no,no,no,yes,yes,yes,yes,yes,no,no,no,no,no,bi-lingual services for Spanish speaking
Wake,ABE Tops at Wake Tech,https://www.waketech.edu/programs-courses/non-credit/strengthen-basic-skills/adult-basic-education/abe,"3200 Bush Street, Raleigh NC 27609",919-334-1545,jatennant@waketech.edu,18+,adults,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,
Wake,Easterseals ,http://www.easterseals.com/connect-locally/?state=NC,"5171 Glenwood Avenue, Suite 211 Raleigh, NC 27612",919-783-3266,info@eastersealsucp.com,3+,"preschoolers, children, adolescents, adults",yes,yes,no,no,no,yes,no,yes,yes,yes,yes,no,no,no,no,no,no,"outpatient services/medication management, afterschool/summer camp, foster care, mobile crisis management, etc."
Wake,Horse and Buddy,https://www.horseandbuddy.org/,"4728 Old US Hwy 1, New Hill, NC 27562",919-367-7740,"janet@horseandbuddy.org, holly@horseandbuddy.org, hb4vols@gmail.com",,"children, adolsecents, adults",no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,Equine-Assisted Learning (EAL)
Wake,Miracle League of the Traingle,http://miracleleagueofthetriangle.com/,"PO Box 4193, Cary, NC 27519",919-238-0333,,5+,"children, adolescents, adults",no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,
Wake,"Raleigh Parks, Recreation, Specialized Recreational Services",https://www.raleighnc.gov/parks/content/ParksRec/Articles/Programs/SRIS/SRISProgram.html,,919-996-2147,,,"children, adolescents, adults",no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,variety of classes
Wake,Town of Cary Specialized Recreational Programs,https://www.townofcary.org/recreation-enjoyment/special-populations/specialized-recreation,,919-462-2027,,,"children, adolescents, adults",no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,inclusion services and adaptive 
Wake,Capital City Speech Therapy,https://www.veryspecialcamps.com/summer-camps/Capitol-City-Speech-Therapy-Summer-Day-Camps-2413.html,"141 N Main St Fuquay-Varina, NC 27526",919-577-6807,,,,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,
Wake,Camp Bluebird,https://www.3bluebirdsfarm.org/camp-bluebird,"102 Hyannis Dr Holly Springs, NC 27540",919-629-7500,,,"children, adolescents",no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,
Wake ,White Plans Children Center ,http://www.whiteplainschildrenscenter.org/,"313 SE Manyard Rd, Cary,NC ",919 431 7700,,1-5,"preschoolers, children",no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,
Wake ,Tammy Lyn Centerrespite Care Service ,https://www.nctlc.org/,"739 Chappel Dr, Raleigh NC, 27606 ",919 832 3909 ,info@nctlc.org,,,yes,no,no,no,no,yes,yes,no,yes,no,no,no,yes,no,no,no,no,
Wake ,NC Division of Child Development and Early Education/DHHS,https://ncchildcare.ncdhhs.gov/,820 S. Boylan Ave Raliegh NC 27603 ,800-859-0829,,,,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,
Wake ,Childcare Resource and Referal of Wake County NC ,http://childcarerrnc.org/directory.php?map=wake,301 Barret Drive Raleigh NC 27609 ,919-832-7175,lindac@childcareservices.org,,,no ,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,
Wake,Abilitations Children's Therapy and Wellness Center,https://www.actwc.com,"11030 Raven Ridge Road, Suite 101, Raleigh, NC 27614, 6845 Knightdale Blvd, Suite 102, Knightdale, NC 27545",919-844-6611,,,,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,yes,no,no,no,
Wake,Horses for Hope ,https://www.horsesforhope.org/ ,"2909 Banks Road, Raleigh, NC 27603 ",919-270-4832,information@horsesforhope.org,,"children, adults ",no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,
Wake,Helping Horse Therapeutic Riding Program ,http://helpinghorse.org/ ,"12200 Shooting Club Road, Raleigh, NC  27613",919-816-2103,helpinghorse@helpinghorse.org,,,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,
Wake,Stepping Stones ABA,https://steppingstonesaba.com/,"4929 Darcy Woods Lane, Fuquay-Varina, NC 27526",919-810-1459,rebecca@steppingstonesaba.com,,"Toddlers, preschoolers, children, adolescents, young adults",no,yes,yes,yes,yes,no,no,yes,yes,yes,no,no,yes,yes,no,no,yes,
Wake,North Carolina Infant-Toddler Program (NC ITP),https://beearly.nc.gov/index.php/contact/cdsa,"1100 Navaho Drive, Suite 100, Raleigh, NC 27609",919-662-4600,N/A,0-3,"infants, toddlers, preschoolers",no,yes,no,no,no,no,no,yes,yes,yes,no,no,yes,yes,no,no,yes,"assistive technlogy services/devices, nutrition services, psychological services, respite services, service coordination, social work services, special instruction, transportation/relatedcosts, vision services"
Warren,Cardinal Innovations Healthcare Solutions,https://www.cardinalinnovations.org/,"134 S. Garnett Street Henderson, NC 27536",1-252-430-1330,,0+,"infants, toddler, preschool, children, adolescents, adults",no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,yes,no,no,
Warren,North Carolina Infant-Toddler Program (NC ITP),https://beearly.nc.gov/index.php/contact/cdsa,"115 Market Street, Suite 201,Durham, NC 27701-3221",919-560-5600,N/A,0-3,"infants, toddlers, preschoolers",yes,yes,yes,yes,yes,no,no,yes,yes,yes,no,no,yes,yes,no,no,yes,"assistive technlogy services/devices, nutrition services, psychological services, respite services, service coordination, social work services, special instruction, transportation/relatedcosts, vision services"
Washington,TEACCH® Autism Program: Greenville Center,https://teacch.com/regional-centers/greenville-teacch-center/,"108-D West Fire Tower Road Winterville, NC 28590",252-830-3300,"jill_Scercy@med.unc.edu, sharonda_sutton-smith@med.unc.edu",0+,"Infants, toddler, preschool, children, adolescents, adults",yes,yes,no,no,no,no,no,yes,yes,yes,no,no,no,yes,no,no,yes,"educational consultation, professional training"
Washington,"EIC, Inc. Head Start Program",https://eicca.org/head-start,"712 Virginia Road, Edenton, NC 27932 ","252-789-4940, 252-789-4943, 252-789-4941, 252-789-4901, 252-789-4929",,3-5,Preschool,yes,yes,yes,no,no,yes,no,no,no,yes,yes,no,yes,yes,no,no,no,
Washington,"EIC, Inc. Early Head Start Program",https://eicca.org/early-head-start,"712 Virginia Road, Edenton, NC 27932 ","252-789-4940, 252-789-4943, 252-789-4941, 252-789-4901, 252-789-4929",,0-3,Infants,yes,yes,no,no,no,yes,no,yes,yes,yes,yes,no,no,yes,no,no,no,
Washington,Family Learning Center/Even Start,http://twpfc.org/information/family-resource-directory/,"PO Box 429, Roper, NC 27970",252-793-1327,info@tcpfw.org,0-12,"infants, toddler, preschool, children",no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,
Washington,Family Resource Center,http://twpfc.org/information/family-resource-directory/,"201-B Main Street, Columbia, NC 27925",252-793-1778,info@tcpfw.org,0+,"infants, toddler, preschool, children, adolescents, adults",no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,
Washington,Tyrrell-Washington Partnership for Children,https://twpfc.org/,"125-B West Water Street, Plymouth, NC 27962",,info@tcpfw.org,0-12,"infants, toddler, preschool, children",no,yes,no,no,no,yes,no,yes,,no,yes,no,no,no,no,no,no,
Washington,Eastern Seals UCP NC and VA Employment Services,http://www.easterseals.com/NCVA/our-programs/adult-services/intellectual-and.html,"600 Lynndale Court Greenville, NC 27858 (Suite A)","252-536-4105, 252-353-8001",,18+,Adults,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,"employment, in-home skills building"
Washington,Integrated Family Services Mobile Crisis Management Services,http://www.integratedfamilyservices.net/services/mobile-crisis-management/,"312 S Academy Street P.O. Box 885 Ahoskie, NC 27910",252-209-0388,,0-12,"Infants, toddler, preschool, children",no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"support, services, and treatment necessary to provide integrated crisis response, crisis stabilization interventions, and crisis prevention activities 24 hours a day / 7 days a week."
Washington,North Carolina Infant-Toddler Program (NC ITP),https://beearly.nc.gov/index.php/contact/cdsa,"1417 Parkview Drive, PO Box 189, Elizabeth City, NC 27909",252-338-4044,N/A,0-3,"infants, toddlers, preschoolers",yes,yes,yes,yes,yes,no,no,yes,yes,yes,no,no,yes,yes,no,no,yes,"assistive technlogy services/devices, nutrition services, psychological services, respite services, service coordination, social work services, special instruction, transportation/relatedcosts, vision services"
Washington,Autism Society of Eastern NC Social Recreation Program Summer Day Camp,https://www.autismsociety-nc.org/wp-content/uploads/EASTERN-NC-SOCIAL-RECREATION-PROGRAM-FAQ-6-24-18.pdf ,"101 N Church St Richlands, NC 28574, 50 College Rd Bolivia, NC 28422, 705 S Kerr Avenue Wilmington, NC 28403, 113 Roberts Road, Newport, NC 28510,  4882 Reedy Branch Road, Winterville, NC 28590",252-658-3020,,4-22,"Preschool, children, adolescents, young adults",no,yes,no,no,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,
